release_id,artist_id,artist_name,extra,anv,position,join_string,role,tracks
10865675,27519,The Philadelphia Orchestra,1,Philadelphia Orchestra,9,,Orchestra,"4, 5"
10865675,3010535,Paul Baum,1,,10,,Painting [Cover Painting],
10865675,3010536,Staatliche Kunstsammlungen Kassel,1,"Staatl. Kunstsammlung, Kassel",11,,Photography By [Cover Painting],
10865675,6602645,Sony Classical Photo Archives,1,,12,,Photography By [Rudolf Serkin],
10865675,834223,Rudolf Serkin,1,,13,,Piano,
10865675,834222,Paul Myers (2),1,,14,,Producer,1 to 3
10865675,372892,Thomas Frost,1,,15,,Producer,"4, 5"
10865675,833234,Bejun Mehta,1,,16,,"Remastered By, Engineer",
10865675,402290,Chris Herles,1,Christopher Herles,17,,"Remastered By, Producer",
10871575,98528,Steppenwolf,0,,1,,,
10875143,6012616,Osnabrücker Symphonieorchester,0,,1,",",,
10875143,6012617,Lothar Koenigs,0,,2,",",,
10875143,11696,Samuel Barber,0,,3,",",,
10875143,523642,Joaquín Rodrigo,0,,4,",",,
10875143,304968,Béla Bartók,0,,5,,,
10875143,4963647,Martin Hegel,1,,1,,Acoustic Guitar,2-4
10879442,5515999,The Continentals (28),0,,1,,,
10879593,4736740,Aubrey Suwito,0,,1,,,
10879593,90492,Steve Thornton,1,,1,,Co-producer,
10879593,4954798,Peter Chong,1,,2,,"Co-producer, Recorded By",
10879593,2429469,Fauzi Marzuki,1,,3,,Executive Producer,
10879593,7936602,Ali (107),1,,4,,Graphic Design,
10879593,5457074,Faisal Ghazali,1,,5,,Mastered By,
10879593,5821071,Nick Blas Band,1,,6,,Mixed By,1
10879593,4954798,Peter Chong,1,,7,,Mixed By,2-10
10879593,7447998,Ami (39),1,,8,,Recorded By,
10879593,5892693,Azahari Misbah,1,Azahari,9,,Recorded By,
10879593,4736740,Aubrey Suwito,1,,10,,"Written By, Arranged By, Producer",
10879653,338353,Chocolate Da Bahia,0,,1,,,
10885630,1553515,Gilberto Valenzuela,0,,1,,,
10885975,3358751,De Zingende Zusjes,0,,1,,,
10885975,1971552,Hans van der Steen,1,Hans v.d. Steen,1,,Organ,
10885975,2058955,Marry Verhey,1,Marry Verheij,2,,Vocals,
10885975,2058957,Thea Verhey,1,Thea Verheij,3,,Vocals,
10887050,408145,Seis Del Solar,0,,1,,,
10887050,1036904,Michael Viñas,1,,1,,"Bass, Vocals",
10887050,253339,Sammy Figueroa,1,,2,,"Bata, Drums, Percussion, Vocals, Congas",
10887050,104679,Milton Cardona,1,,3,,"Bata, Drums, Vocal Percussion",
10887050,393296,Robby Ameen,1,,4,,Drums,
10887050,393293,Ralph Irizarry,1,,5,,"Percussion, Timbales",
10887050,387521,Oscar Hernandez,1,,6,,Piano,
10887050,408145,Seis Del Solar,1,,7,,Producer,
10887050,2943765,Arturo Ortiz,1,,8,,"Synthesizer, Vocals",
10887050,303190,Tito Allen,1,,9,,Vocals,
10888520,3853415,Romeo Gavioli,0,,1,,,
10889288,962883,Eilen Jewell,0,,1,,,
10889288,3212029,Jerry Miller (5),1,,1,,"Acoustic Guitar, Electric Guitar, Mandolin",
10889288,1854810,Meghan Dewar,1,,2,,Design,
10889288,2071638,Jason Beek,1,,3,,"Drums, Washboard",
10889288,1961495,Shawn Supra,1,,4,,Electric Upright Bass,
10889288,379981,Jim DeMain,1,,5,,Mastered By,
10889288,4279519,Joanna Chattman,1,,6,,Photography By,
10889288,2856047,Steve Fulton,1,,7,,"Piano, Banjo, Recorded By, Mixed By",
10889288,4438044,Pat Storey,1,,8,,Recorded By,
10889288,124496,Curtis Stigers,1,,9,,Saxophone,
10889288,3723910,Jonah Shue,1,,10,,Violin,
10889288,962883,Eilen Jewell,1,,11,,"Vocals, Guitar, Organ",
10889378,714385,Warp Factor 9,0,,1,,,
10890551,2953032,Soft Location,0,,1,,,
10892228,6019545,Coach P. (2),0,,1,,,
10894363,382754,Gheorghe Zamfir,0,Zamfir,1,,,
10894363,1833028,Adam Backhausen,1,,1,,"Cover, Design",
10894907,6020642,Zeno E Il Suo Complesso,0,,1,,,
10894907,2198824,Serengay,1,,1,,Producer,
10895256,1981160,Veronica Castro,0,,1,,,
10900672,759,Nightmares On Wax,0,,1,,,
10906186,6025749,Brigham Young University Intertribal Choir,0,,1,,,
10916308,1980380,Carl Fredrik Reuterswärd,0,,1,,,
10916308,1980380,Carl Fredrik Reuterswärd,1,,1,,"Composed By, Lyrics By",
10916308,184421,Mats Gustafsson,1,,2,,Producer,
10916308,319891,Thomas Millroth,1,,3,,Producer,
10916377,1235600,Jorge Veiga,0,,1,,,
10919668,5529223,Humo (4),0,,1,,,
10924569,254908,Ray Eberle,0,,1,",",,
10924569,254907,Tex Beneke,0,,2,",",,
10924569,322279,The Modernaires,0,,3,,,
10925210,6033436,Lex Amores,0,,1,,,
10925210,6033434,Rudolph Hawkins,1,,1,,"Arranged By, Conductor",
10925210,1583636,Beau Williams (2),1,,2,,Engineer,
10925210,6033435,Lavinia O.V. Mateo,1,,3,,Executive-Producer,
10925210,6033433,M.D. (23),1,,4,,Executive-Producer,
10925210,6033437,Rolando Mateo,1,,5,,Executive-Producer,
10925210,6033436,Lex Amores,1,,6,,"Words By, Music By",
10929098,8794828,Erica Campbell (2),0,,1,,,
10930342,843529,Paul Paray,0,,1,conducting,,
10930342,472036,Detroit Symphony Orchestra,0,,2,,,
10930657,301705,Willie Rosario,0,,1,,,
10930657,19595,Louie Ramirez,1,,1,,Arranged By,
10930657,282172,Louis Cruz,1,,2,,Arranged By,
10930657,282175,Adalberto Santiago,1,,3,,Coro,
10930657,392474,"\"Yayo \"\"El Indio\"\" Pequero\"",1,Yayo El Indio,4,,Coro,
10930657,1837665,Izzy Sanabria,1,,5,,Design [Album Design],
10930657,301705,Willie Rosario,1,,6,,Producer,
10930657,19595,Louie Ramirez,1,,7,,Recording Supervisor,
10930657,3115135,Chamaco Rivera,1,,8,,Vocals [Canta],
10933604,1033840,George Thalben-Ball,0,G. Thalben Ball,1,,,
10934254,613401,"\"Clarence \"\"Pinetop\"\" Smith\"",0,"\"\"\"Pine Top\"\" Smith\"",1,,,
10947168,1935460,TSF,0,,1,,,
10951990,69866,ABBA,0,,1,,,
10954696,1988623,Chao,0,,1,,,
10954696,306779,Mariano Pérez,1,,1,,Producer,
10955533,86618,The Spencer Davis Group,0,,1,,,
10955533,30414,Chris Blackwell,1,,1,,Producer,
10955533,223102,Harold Robinson,1,,2,,Producer,B7
10955533,17207,Jimmy Miller,1,,3,,Producer,A8
10957193,651228,DJ MC,0,,1,,,
10957193,2740935,Jonas Ganz,1,,1,,Design,
10957193,842837,Christian Schneider (4),1,,2,,Executive-Producer,
10957193,462008,Christoph Grote-Beverborg,1,CGB,3,,Lacquer Cut By,
10957193,7920573,Mario Cooper (2),1,,4,,"Written By, Producer",
10957272,179038,Donovan,0,,1,,,
10957272,179038,Donovan,1,,1,,Written-By,
10958200,5257995,Joe Niemand,0,,1,,,
10958468,1587180,Underwater Tea Party,0,,1,,,
10958468,617784,Daniel Altarriba,1,,1,,Mastered By,
10958468,1327136,Fino Oyonarte,1,,2,,Mixed By,
10958468,1327136,Fino Oyonarte,1,,3,,Recorded By,
10958468,575913,Jesús Alcañiz,1,,4,,Recorded By,
10958468,4376750,Victor Castellanos,1,,5,,Recorded By [Assistant],
10960456,3656956,Li'l Wally And The Harmony Boys,0,Li'l Wally And The Lucky Harmony Boys Orch.,1,,,
10970974,1770514,Druhá Tráva,0,,1,&,,
10970974,2194035,Pavlína Jíšová,0,,2,,,
10973256,116515,The Gladiators,0,,1,,,
10978097,328177,Frenzy (3),0,,1,,,
10978613,194,Various,0,,1,,,
10994872,18623,Marco Passarani,0,Passarani,1,/,,
10994872,1230101,Evan Michael,0,,2,,,
10997587,5906124,Future Lied To Us,0,,1,,,
10998150,185639,Soul Generation,0,,1,",",,
10998150,126236,Baby Huey,0,,2,,,
10999094,2107826,Kristen (7),0,,1,,,
10999094,1490458,Michał Biela,1,,1,,"Baritone Guitar, Vocals",
10999094,2107859,Mateusz Rychlicki,1,,2,,Drums,
10999094,2107858,Łukasz Rychlicki,1,,3,,Guitar,
10999094,166726,Rashad Becker,1,,4,,Mastered By,
10999094,616858,Norman Teale,1,,5,,Mixed By,
10999094,270569,Maciej Bączyk,1,,6,,Piano,"2, 4"
10999094,1899432,Michał Kupicz,1,,7,,Recorded By,
10999094,270569,Maciej Bączyk,1,,8,,Synth [EMS Synth],"1, 5"
11005410,224,Bob Sinclar,0,,1,&,,
11005410,23019,Cutee B,0,,2,Feat.,,
11005410,258946,Dollarman,0,,3,",",,
11005410,78325,Big Ali,0,,4,&,,
11005410,591283,Makedah,0,,5,,,
11005410,23019,Cutee B,1,,1,,Co-producer,
11005410,591283,Makedah,1,,2,,Featuring,
11005410,578895,Naomi Goulbourne,1,,3,,Featuring,
11005410,224,Bob Sinclar,1,,4,,Performer,
11005410,23019,Cutee B,1,,5,,Performer,
11005410,224,Bob Sinclar,1,,6,,Producer,
11005410,78325,Big Ali,1,,7,,Vocals,
11005410,258946,Dollarman,1,,8,,Vocals,
11005410,591283,Makedah,1,,9,,Vocals,
11005410,534307,Christophe Le Friant,1,,10,,Written By,
11005410,422880,Frédéric Poulet,1,,11,,Written By,
11005410,578895,Naomi Goulbourne,1,,12,,Written By,
11005410,578894,Samuel Conrad,1,,13,,Written By,
11006841,194,Various,0,,1,,,
11007291,6069588,Coretez,0,,1,,,
11012510,5918690,Goat Orgy,0,,1,,,
11012854,251689,The Dave Brubeck Quartet,0,,1,,,
11012854,274797,Eugene Wright,1,,1,,Bass,
11012854,913547,Salvatore Agueros,1,"\"Salvador \"\"Rabito\"\" Agueros\"",2,,"Bongos, Congas",
11012854,254976,Joe Morello,1,,3,,Drums,
11012854,1054921,"\"Benjamin \"\"Chamin\"\" Correa\"",1,,4,,Guitar,
11012854,1905443,Don Hunstein,1,,5,,Photography By [Liner Photography],
11012854,37737,Dave Brubeck,1,,6,,Piano,
11012854,237977,Teo Macero,1,,7,,Producer,
11012854,170329,Paul Desmond,1,,8,,Saxophone [Alto],
11014759,4164848,Badge & Company,0,,1,,,
11014759,5123505,Terry D. Williams,1,,1,,"Guitar, Vocals",
11014759,5123502,Randy E. Cowan,1,,2,,"Lead Vocals, Bass, Fiddle",
11014759,5123504,Dave Winfrey,1,,3,,Mixed By,
11014759,5123503,Mike Bollinger (2),1,,4,,Mixed By,
11014759,5123501,Virgil Eugene Martin,1,,5,,"Percussion, Vocals",
11014759,5123500,Dave Smallwood (3),1,,6,,"Recorded By, Mixed By",
11014759,4164848,Badge & Company,1,,7,,"Written-By, Producer",
11014963,434904,Maryla Rodowicz,0,,1,,,
11014963,641231,Agnieszka Osiecka,1,A. Osiecka,1,,Lyrics By,
11014963,453884,Katarzyna Gärtner,1,K. Gaertner,2,,Music By,
11021944,1667729,Brother Bones And His Shadows,0,Brother Bones & His Shadows,1,,,
11025601,6077688,Scrubb,0,,1,,,
11025601,276851,Sean Magee,1,,1,,Mastered By,
11027054,6078149,Conjunto Los Bolivarianos De La Libertad,0,,1,,,
11028109,857903,Béatrice Uria-Monzon,0,,1,,,
11028109,1438736,Henri Meilhac,1,,1,,Adapted By (Text),
11028109,1438735,Ludovic Halévy,1,,2,,Adapted By (Text),
11028109,12040564,Chœur De L'Opéra National De Bordeaux,1,Choeur Du Grand-Théâtre De Bordeaux,3,,Chorus,
11028109,490281,Alain Lombard,1,,4,,Conductor,
11028109,342543,Georges Bizet,1,,5,,"Music By, Composed By",
11028109,1112265,Orchestre National Bordeaux Aquitaine,1,,6,,Orchestra,
11028109,2548589,Eric Mahoudeau,1,,7,,Photography By,
11028109,1852833,Maryse Castets,1,,8,,Soprano Vocals,
11028109,4991106,Martine Olmeda,1,,9,,Vocals,
11028109,1438600,Prosper Mérimée,1,Mérimée,10,,Written-By,
11032772,194,Various,0,,1,,,
11033429,355,Unknown Artist,0,,1,,,
11033563,304975,Johannes Brahms,0,,1,",",,
11033563,633892,Alexander Jenner,0,,2,",",,
11033563,833376,Wiener Volksopernorchester,0,Das Orchester Der Wiener Volksoper,3,",",,
11033563,1299987,Dean Dixon (2),0,,4,,,
11033563,1299987,Dean Dixon (2),1,,1,,Conductor,
11033563,6278376,Lange (8),1,,2,,Cover,
11033563,833376,Wiener Volksopernorchester,1,Das Orchester Der Wiener Volksoper,3,,Orchestra,
11033563,633892,Alexander Jenner,1,,4,,Piano,
11042263,579860,Albert Hague,0,,1,",",,
11042263,651066,Arnold Horwitt,0,Arnold B. Horwitt,2,-,,
11042263,4717132,Plain And Fancy Original Broadway Cast,0,,3,,,
11042263,1719239,Crane Calder,1,,1,,Arranged By [Vocal],
11042263,356526,Franz Allers,1,,2,,Conductor,
11042263,1412227,Morton DaCosta,1,Morton Da Costa,3,,Directed By,
11042263,651066,Arnold Horwitt,1,Arnold B. Horwitt,4,,Lyrics By,
11042263,579860,Albert Hague,1,,5,,Music By,
11042263,1343053,Philip J. Lang,1,,6,,Orchestrated By,
11042263,7622727,Elaine Lynn,1,,7,,Vocals,A4
11042263,1664599,Sammy Smith (2),1,,8,,Vocals,
11042263,4425629,Richard Derr,1,,9,,Vocals [Dan King],"A2, B6"
11042263,2224687,Nancy Andrews (2),1,,10,,Vocals [Emma Yoder],"A4, B3, B4"
11042263,4425632,Douglas F. Rodgers,1,Douglas Fletcher Rodgers,11,,Vocals [Ezra],"A4, A6, B3"
11042263,1576122,Barbara Cook,1,,12,,Vocals [Hilda Miller],"A8, B3, B5, B6"
11042263,4425630,Gloria Marlowe,1,,13,,Vocals [Katie],"A3, A5, B3"
11042263,432914,Stefan Schnabel,1,,14,,Vocals [Papa Yoder],"B1, B3"
11042263,7929630,David Daniels (14),1,,15,,Vocals [Peter Reber],"A5, B3"
11042263,4425631,Shirl Conway,1,,16,,Vocals [Ruth Winters],"A2, A7, B6"
11042263,423440,Daniel Nagrin,1,,17,,Vocals [Samuel Zook],B3
11042263,1001203,Joseph Stein,1,,18,,Written-By [Book By],
11042263,7622728,William Glickman,1,Will Glickman,19,,Written-By [Book By],
11042879,6084870,NUBIA (4),0,,1,,,
11042935,194,Various,0,,1,,,
11045768,1568659,Goro Ohmi,0,淡海悟郎,1,,,
11045768,6086291,たがみよしひさ,1,,1,,Author [原作],
11045768,1568659,Goro Ohmi,1,淡海悟郎,2,,Music By,
11045768,3961051,Akira Shimabukuro,1,,3,,Producer,
11045768,1568659,Goro Ohmi,1,Goro Omi,4,,Producer [Sound],
11045768,2332451,Ryoichi Kuniyoshi,1,Ryo Kuniyoshi,5,,Producer [Sound],"A5, B1"
11045768,1804568,Kozo Sasaki,1,,6,,Supervised By [Director],
11045768,3190178,Masafumi Ichiyanagi,1,,7,,Supervised By [Director],
11045853,5912944,Witchnight,0,,1,,,
11045853,6238945,Genesis Wargoat,1,,1,,"Artwork [Cover Art By], Design [Logo]",
11045853,6238948,Ripping Corpse (3),1,,2,,Drums,
11045853,6238947,Axe Steeler,1,,3,,Guitar [Guitars],
11045853,5628207,The Brewmistress,1,,4,,Layout,
11045853,6238946,Lautaro Daneri,1,,5,,Mixed By,
11045853,5912944,Witchnight,1,,6,,Recorded By,
11045853,6238949,Bütcher (43),1,,7,,"Vocals, Bass",
11054383,446648,The Harlem Footwarmers,0,,1,,,
11058032,3271013,The Dirty Hits,0,,1,,,
11063144,317895,Fletcher Henderson And His Orchestra,0,,1,,,
11064146,806556,Самоцветы,0,,1,,,
11064146,2807162,Л. Тоом,1,,1,,Artwork [Painter],
11064146,1147857,Сергей Теплов,1,С. Теплов,2,,Engineer,
11064146,807818,Юрий Маликов,1,,3,,Leader,
11064146,3367699,К. Хомутов,1,,4,,Photography By,
11064146,3986736,Л. Малахин,1,,5,,Photography By,
11064146,1025270,Владимир Рыжиков,1,В. Рыжиков,6,,Supervised By,
11066881,1259101,Johann Strauss Jr.,0,Strauss,1,",",,
11066881,999914,Pyotr Ilyich Tchaikovsky,0,Tchaikovsky,2,",",,
11066881,525459,Franz Lehár,0,Lehár,3,",",,
11066881,192325,Frédéric Chopin,0,Chopin,4,",",,
11066881,804818,Emil Waldteufel,0,Waldteufel,5,,,
11066881,1856468,David Wedgbury,1,,1,,Art Direction,
11066881,1892417,Roger Hammond (2),1,,2,,Design,
11066881,3330671,Andrea Norton,1,,3,,Illustration,
11068653,6095585,Gamma Orchestra,0,,1,,,
11068653,3941916,Jean-Pierre Dumas,1,,1,,Written-By,
11068653,1716521,Michel Garnier,1,,2,,Written-By,
11070764,534822,Christoph Willibald Gluck,0,Gluck,1,",",,
11070764,840153,Johann Joachim Quantz,0,Quantz,2,-,,
11070764,872743,Hubert Barwahser,0,,3,",",,
11070764,696225,Wiener Symphoniker,0,,4,",",,
11070764,890414,Bernhard Paumgartner,0,,5,,,
11070764,534822,Christoph Willibald Gluck,1,,1,,Composed By,A1 to A3
11070764,840153,Johann Joachim Quantz,1,,2,,Composed By,B1 to B3
11070764,890414,Bernhard Paumgartner,1,,3,,Conductor,
11070764,872743,Hubert Barwahser,1,,4,,Flute,
11070764,696225,Wiener Symphoniker,1,,5,,Orchestra,
11071320,7488502,Les Cadets De Bourgogne,0,,1,,,
11073000,5457756,Kristofer Maddigan,0,,1,,,
11073000,5457756,Kristofer Maddigan,1,,1,,Composed By,
11074082,18839,Metallica,0,,1,,,
11074082,6146408,Probity (3),1,,1,,Artwork By,
11074082,299546,Jason Gossman,1,,2,,Mixed By,
11074082,6097517,The Team At Factory Six,1,,3,,Mixed By,
11074082,302318,Mike Gillies,1,,4,,Recorded By,
11080491,2221275,Celo & Abdi,0,,1,,,
11080491,6103130,CLTR,1,,1,,Artwork,
11080491,6151118,Unikat Mgmt,1,,2,,Management,
11080491,728616,Lex Barkey,1,,3,,"Mixed By, Mastered By",
11080491,2322714,Ondro,1,,4,,Photography By,
11081743,3974260,Crotocosm,0,,1,,,
11081743,2082393,Orpheu De Jong,1,,1,,Artwork,
11081743,419299,Gordon Pohl,1,,2,,Mixed By,
11081743,2563896,Jordan Czamanski,1,,3,,Written-By,
11081743,1324727,William Thomas Burnett,1,,4,,Written-By,
11085276,6100177,A&D (2),0,,1,,,
11085905,578524,Guy Fletcher (2),0,,1,,,
11085905,351913,Brian Daly,1,Bryan Daly,1,,"Directed By, Music By, Lyrics By",
11090312,1748311,Nicolas Plésel,0,Don Ranking,1,&,,
11090312,6104529,Baba The Fyah Student,0,,2,,,
11090312,1748311,Nicolas Plésel,1,,1,,Producer,
11093191,2407982,The Eddy Starr Orchestra,0,,1,",",,
11093191,4158740,Eddy Caruso & R.T.S.I. Orchestra,0,,2,",",,
11093191,630537,Mario Robbiani,0,,3,,,
11095877,8298,múm,0,,1,,,
11097123,6107404,Ila (6),0,,1,,,
11099516,2227171,Ciato And Ciato's,0,,1,,,
11102168,3680109,The Pets (9),0,,1,,,
11102168,319884,Adam Ross,1,,1,,Directed By,
11106495,194,Various,0,,1,,,
11111933,5221050,Permahorn,0,,1,,,
11111933,5221052,Jexy Pesic,1,,1,,"Bass Guitar, Vocals, Drum Programming, Melodica",
11111933,5221051,Saint Pauly,1,,2,,"Guitar, Acoustic Guitar, Keyboards, Drum Programming, Vocals",
11111933,239431,Kramer (2),1,,3,,"Mixed By, Mastered By",
11111933,239431,Kramer (2),1,,4,,Organ,
11112263,357310,Julien Pras,0,,1,,,
11112263,375263,Alexis Bardinet,1,,1,,Mastered By,
11118612,1390497,Egdon Heath,0,,1,,,
11122782,1634874,Ken (34),0,,1,,,
11122782,1571091,Koichi Ando,1,,1,,A&R,
11122782,2018827,Taro Takahashi,1,,2,,A&R,
11122782,314646,Masahide Sakuma,1,,3,,"Arranged By, Producer",1
11122782,2061581,Diamond Heads,1,,4,,"Art Direction, Design",
11122782,4798586,Zim Production,1,,5,,Coordinator,
11122782,766817,Takeshi Takagaki,1,,6,,Executive-Producer,
11122782,1644209,Haruhisa Itoh,1,,7,,Management,
11122782,6118062,Masami Miyatake,1,,8,,Management,
11122782,1644207,Seiji Komura,1,,9,,Management,
11122782,327238,Tim Young,1,,10,,Mastered By,
11122782,286853,Michael Zimmerling,1,,11,,Mixed By,
11122782,1634874,Ken (34),1,,12,,"Music By, Words By, Composed By, Arranged By, Producer",
11122782,4245963,Hitoshi Iwakiri,1,,13,,Photography By,
11122782,226549,D.I.E. (2),1,,14,,"Programmed By, Keyboards",
11122782,6118061,Harachang,1,,15,,"Programmed By, Keyboards",
11122782,1241005,Satoshi Komuta,1,,16,,"Programmed By, Keyboards",
11122782,556109,Takaro Nozaki,1,,17,,"Programmed By, Keyboards",
11122782,4394814,Yasuyuki Tatoo,1,,18,,"Programmed By, Keyboards",
11122782,5724302,Junichi Tomita,1,,19,,Promotion,
11122782,4829289,Haruhiko Nemoto (2),1,,20,,Public Relations,
11122782,4325964,Hideyoshi Kuroda,1,,21,,Public Relations,
11122782,3220319,Tetsuro Ogumi,1,,22,,Public Relations,
11122782,767095,Akio Ikawa,1,,23,,Recorded By,
11122782,544906,Hiroshi Tanigawa,1,,24,,Recorded By,
11122782,384616,Koni-Yang,1,,25,,Recorded By,
11122782,574948,Masayuki Nakahara,1,,26,,Recorded By,
11122782,1519337,Shigetoshi Naito,1,,27,,Recorded By,
11122782,3571854,Yukio Negishi,1,,28,,Supervised By,
11124024,261801,Mort Shuman,0,,1,,,
11124478,220651,The Killers,0,,1,,,
11129861,1616607,Diabo Na Cruz,0,,1,,,
11138230,974755,UHF (2),0,,1,,,
11138826,254198,Johnny Winter,0,John Dawson Winter,1,,,
11138826,355234,Steve Paul,1,,1,,Advisor [Organic Advisor],
11138826,571776,Randy Hobbs,1,Randy Jo Hobbs,2,,Bass,
11138826,837449,Richard Hughes (2),1,,3,,Drums,
11138826,168059,Rick Derringer,1,,4,,Guitar,
11138826,254198,Johnny Winter,1,,5,,"Guitar, Harmonica, Vocals",
11138826,389193,Ken Ascher,1,Kenny Ascher,6,,Keyboards,
11138826,52240,Edgar Winter,1,,7,,"Keyboards, Saxophone, Vocals",
11138826,464735,Paul Prestopino,1,,8,,Percussion,
11138826,255464,Shelly Yakus,1,,9,,Producer,
11138826,401841,Lew Del Gatto,1,Louis del Gatto,10,,Saxophone,
11138826,135847,Michael Brecker,1,,11,,Saxophone,
11138826,376617,Carmine Rubino,1,,12,,Supervised By [Quadraphonic Sound Supervision],
11138826,274975,David Taylor,1,,13,,Trombone,
11138826,253774,Randy Brecker,1,,14,,Trumpet,
11139768,9031768,L'Équipe Du Caveau De La Bolée,0,,1,,,
11143843,281455,Franck Pourcel,0,,1,,,
11143843,379206,Christopher Parker,1,,1,,Engineer,
11143843,262940,The London Symphony Orchestra,1,,2,,Orchestra,
11143843,992301,Eric Macleod,1,,3,,Producer [Artistic Director],
11148946,6128555,Akrenaut,0,,1,,,
11148946,1460117,The Analog Botanist,1,,1,,Mastered By,
11148946,6128555,Akrenaut,1,,2,,"Written-By, Producer",
11151113,927003,Javier Solís,0,,1,,,
11153442,194,Various,0,,1,,,
11155417,515203,Julia Thornton,0,,1,,,
11155417,1814828,Greg Jakobek,1,,1,,Design,
11155417,645061,Rolf Breemer,1,Rolf Bremmer,2,,Engineer [Recording Engineer],
11155417,515203,Julia Thornton,1,,3,,Harp,
11155417,768091,Ernö Olah,1,Erno Olah,4,,Leader [Orchestra Leader],
11155417,2027443,Ian Blackaby,1,,5,,Management,
11155417,575952,Simon Kiln,1,,6,,Mastered By,
11155417,258960,Jonathan Allen,1,,7,,Mixed By [Mixer],
11155417,1053318,Nederlands Radio Symfonie Orkest,1,The National Radio Orchestra of The Netherlands,8,,Orchestra,
11155417,272837,Peter Ashworth,1,,9,,Photography By,
11155417,83993,Cassell Webb,1,,10,,Producer [Production Assistant],
11155417,108095,Craig Leon,1,,11,,"Producer, Engineer [Recording Engineer], Mixed By [Mixer]",
11155417,108095,Craig Leon,1,,12,,Transcription By [Transcribed By],"1 to 9, 11, 12"
11155417,6253707,Xenia Erdeli,1,,13,,Transcription By [Transcribed By],10
11156106,3534447,Low Dream,0,,1,,,
11172840,31615,Ella Fitzgerald,0,,1,", &",,
11172840,38201,Louis Armstrong,0,,2,,,
11174346,140042,Waldo De Los Rios,0,,1,,,
11176022,1304347,Nippercreep,0,,1,,,
11176022,10546393,Kévin Orliange,1,,1,,"Bass, Synthesizer, Keyboards",
11176022,10546396,Germain Orliange,1,,2,,"Drums, Percussion",
11176022,10546399,Sylvain Prioux,1,,3,,Guitar,
11176022,2403947,Buck.,1,,4,,Mastered By,
11176022,2403946,Derrek (2),1,,5,,"Recorded By, Mixed By",
11176022,10546402,Antoine Prioux,1,,6,,Vocals,
11176145,13008,Oforia,0,,1,,,
11179683,192325,Frédéric Chopin,0,,1,,,
11179683,843312,Balázs Szokolay,1,,1,,Piano,"2, 7, 8, 12"
11179683,3080937,Irina Zaritzkaya,1,,2,,Piano,"1, 5, 11, 13"
11179683,855900,Istvan Szekely,1,,3,,Piano,"3, 4, 9, 10"
11179683,1649249,Péter Nagy (2),1,,4,,Piano,6
11180337,194,Various,0,,1,,,
11187574,1251229,Belly (3),0,Belly,1,,,
11189389,4140584,Barbara Allen (8),0,,1,,,
11193444,4566106,Motam,0,,1,,,
11194020,192327,Giuseppe Verdi,0,Verdi,1,",",,
11194020,1728369,Virginia Zeani,0,,2,",",,
11194020,1745711,Ion Buzea,0,,3,",",,
11194020,849446,Nicolae Herlea,0,,4,",",,
11194020,982186,Orchestra Operei Române,0,Bucharest State Opera Orchestra,5,",",,
11194020,1102996,Jean Bobescu,0,,6,,,
11194020,849446,Nicolae Herlea,1,,1,,Baritone Vocals,
11194020,192327,Giuseppe Verdi,1,Verdi,2,,Composed By,
11194020,1102996,Jean Bobescu,1,,3,,Conductor,
11194020,982186,Orchestra Operei Române,1,Bucharest State Opera Orchestra,4,,Orchestra,
11194020,1728369,Virginia Zeani,1,,5,,Soprano Vocals,
11194020,1745711,Ion Buzea,1,,6,,Tenor Vocals,
11205289,6152268,Midnite (11),0,midNite,1,,,
11206387,460621,Hugo Wolf,0,,1,-,,
11206387,575046,Rita Streich,0,,2,",",,
11206387,1112044,Erik Werba,0,,3,,,
11206387,3446499,Hermann Meroth,1,H. Meroth,1,,Photography By,
11206387,1112044,Erik Werba,1,,2,,Piano,
11209411,6153963,Dj Subconscient,0,,1,,,
11213251,1518230,Jupedalens Pøbb Ensemble,0,Jupedalen,1,,,
11213424,238690,Pat Boone,0,,1,,,
11215842,4368977,Ash My Love,0,,1,,,
11217894,2842667,Γιώργος Κανλής,0,,1,",",,
11217894,4655721,Αντρέας Αντρέου,0,,2,",",,
11217894,6165338,Μανώλης Χρυσοστομίδης,0,,3,",",,
11217894,6157757,Γιώργος Και Ευγενία Ματζούνη,0,,4,",",,
11217894,6157758,Γεράσιμος Μπεκατώρος,0,,5,",",,
11217894,6157759,Δημήτρης Δεμίρης,0,,6,,,
11223232,2954348,Noein,0,,1,,,
11224083,3829451,Zanio,0,,1,,,
11224083,5275985,Hoxai Graphics,1,,1,,Design,
11224083,1341664,Miku Hatsune,1,,2,,Featuring,
11224083,1927687,Hiro Kanzaki,1,,3,,Illustration,
11224083,3829451,Zanio,1,,4,,Music By,
11226534,1290978,Larry Ashmore,0,,1,,,
11226534,1290978,Larry Ashmore,1,,1,,Composed By,
11231618,3030599,Diessel,0,,1,,,
11232226,1045497,Владимир Нечаев,0,Нечаев,1,и,,
11232226,1663020,Олег Разумовский,0,Разумовский,2,/,,
11232226,1700519,Георгий Виноградов,0,Г. П. Виноградов,3,,,
11232844,262765,Akira Ifukube,0,,1,,,
11232844,262765,Akira Ifukube,1,,1,,"Composed By, Arranged By",
11235540,229639,Tommy Dorsey,0,,1,,,
11235540,253855,Tommy Dorsey And His Orchestra,1,,1,,Orchestra,
