release_id,style
8912614,Tech House
8912614,Contemporary R&B
8912614,Europop
8915634,Cape Jazz
8916884,Hindustani
8916884,Bollywood
8916884,Soundtrack
8921727,Nu Metal
8924252,Country
8925629,Parody
8931603,Pop Rock
8931718,Experimental
8939450,Synth-pop
8943484,Thrash
8944349,Industrial
8944349,EBM
8944672,Rock & Roll
8944672,Classic Rock
8947426,Downtempo
8947426,Tech House
8947426,Bass Music
8949974,Pop Rock
8952084,Soundtrack
8952084,Score
8956630,Psychedelic Rock
8956630,Space Rock
8962139,Hardcore
8963238,Ambient
8963238,Dark Ambient
8963238,Experimental
8963238,Industrial
8963238,Noise
8963238,Rhythmic Noise
8964060,House
8965075,Synth-pop
8969723,Heavy Metal
8969723,Hard Rock
8971610,Pop Rock
8972077,Country
8980490,Vocal
8988002,Chanson
8988553,House
8989569,Marches
8991560,Country
8995966,Thrash
8996746,Thrash
8998037,Eurodance
8998294,Rock & Roll
8998294,Vocal
9000617,Hokkien Pop
9007419,Instrumental
9007419,Easy Listening
9010546,Vocal
9012947,Salsa
9012947,Bossanova
9012947,Samba
9012947,Cha-Cha
9014467,African
9022615,Synth-pop
9028718,Heavy Metal
9037180,House
9040615,Ambient
9041696,Spoken Word
9041696,Dialogue
9041696,Schlager
9043650,Chanson
9047400,Soul
9047400,Disco
9053062,Easy Listening
9054057,Emo
9054057,Indie Rock
9054869,Thrash
9054869,Speed Metal
9063804,Chiptune
9068460,Techno
9071679,Country Rock
9071679,Hard Rock
9075384,Pop Rock
9076245,Ballad
9076245,Vocal
9084931,Country
9085274,Reggae
9085274,Roots Reggae
9087146,Heavy Metal
9087255,Renaissance
9087255,Baroque
9087255,Romantic
9088725,Alternative Rock
9089653,Ambient
9089653,New Age
9092567,Pop Rock
9092567,Vocal
9092567,Twist
9095307,Chanson
9095307,Ballad
9095307,Vocal
9099622,Experimental
9099622,Noise
9099622,Hardcore
9099622,Punk
9099622,Lo-Fi
9100113,Alternative Rock
9100705,Heavy Metal
9101796,Hardcore
9101796,Noise
9101796,Downtempo
9101796,Breakcore
9102427,Modern Electric Blues
9102427,Texas Blues
9108778,Calypso
9108778,Steel Band
9116364,Black Metal
9120899,Ska
9121526,House
9121526,Electro House
9121526,Hip-House
9121526,Progressive House
9121526,Euro House
9121526,Deep House
9124028,Emo
9124028,Punk
9133897,Religious
9135213,Ambient
9140270,Funk
9141447,Contemporary Jazz
9141447,Free Jazz
9143409,Folk Rock
9143409,Gothic Metal
9143409,Industrial
9144042,Big Band
9144326,Folk Rock
9144326,Country Rock
9144326,Psychedelic Rock
9144326,Country
9144326,Folk
9144326,Rock & Roll
9145576,Lovers Rock
9145687,Techno
9145687,Minimal
9147559,Pop Rock
9147559,Rock & Roll
9147559,Blues Rock
9147559,Psychedelic Rock
9153923,Samba
9157378,Country
9160610,K-pop
9161142,Country
9162042,Classical
9162042,Opera
9162745,Synth-pop
9162745,Freestyle
9162800,Classical
9166470,Folk Rock
9166470,Ballad
9169648,Fusion
9171845,Alternative Rock
9171845,Synth-pop
9171845,Post-Punk
9171845,Coldwave
9174821,Techno
9175515,Vocal
9182602,Soul
9196975,Synth-pop
9197230,Cumbia
9197230,Vallenato
9197601,Polka
9199227,Pop Rock
9199227,Rock & Roll
9199289,RnB/Swing
9200465,Prog Rock
9204479,Big Band
9204479,Easy Listening
9215678,Hard Rock
9218731,Pop Rap
9226334,Downtempo
9226387,Rock & Roll
9226749,Disco
9228007,Ambient
9228007,New Age
9228007,Field Recording
9231043,Dance-pop
9231043,Pop Rap
9231043,Hip Hop
9231043,K-pop
9231875,Rock & Roll
9231875,Pop Rock
9232016,Post-Modern
9232016,Contemporary
9232745,Hard Rock
9232745,Heavy Metal
9232745,Punk
9238042,Techno
9239594,Rhythm & Blues
9244850,Breakbeat
9244850,Hardcore
9247096,Death Metal
9248311,Vocal
9273583,Drum n Bass
9273583,Dub
9273583,Experimental
9278549,Hard Rock
9278549,Funk Metal
9284675,Soul
9286856,Electro
9287305,Folk
9288809,Ballad
9294874,Funk
9294874,Soul
9294874,Synth-pop
9294874,Contemporary R&B
9297192,Pop Rock
9297192,New Wave
9302302,Folk Rock
9304797,Grunge
9304797,Alternative Rock
9319211,Progressive House
9319250,Punk
9320990,Rock & Roll
9324489,Electro
9326955,Drum n Bass
9326955,Dub
9330124,Juke
9330124,Ghettotech
9330384,Rhythm & Blues
9330384,Doo Wop
9333883,Indie Rock
9333883,Experimental
9335708,Theme
9342570,Post Bop
9342570,Free Jazz
9343801,House
9343801,Progressive House
9343876,Pop Rock
9343876,Ballad
9350956,House
9352295,Vocal
9353119,Folk
9353119,Cumbia
9353119,Psychedelic Rock
9354302,Drum n Bass
9355105,Country
9357829,Chanson
9357829,Indie Pop
9357829,Novelty
9357829,Disco
9357829,Funk
9357829,Beat
9357829,Dancehall
9357829,Punk
9358577,Psy-Trance
9358577,Hardcore
9358577,Makina
9358577,Happy Hardcore
9359471,Avantgarde
9359471,Black Metal
9359471,Doom Metal
9359649,Religious
9363638,Abstract
9363638,Minimal
9363638,Ambient
9364564,Chanson
9367324,Vocal
9367324,Rock & Roll
9373104,Boogie Woogie
9373104,Rhythm & Blues
9376422,Folk
9382911,Soft Rock
9382911,Pop Rock
9383568,Experimental
9384246,Punk
9384585,Folk
9385490,Glam
9386047,House
9386047,Hardcore
9386047,Electro
9386047,Euro House
9386047,Hard Trance
9391304,Arena Rock
9391304,Pop Rock
9396390,Bubblegum
9397368,Blues Rock
9397655,Schlager
9399189,Big Band
9399273,Black Metal
9399273,Folk Metal
9399273,Ethereal
9399273,Dark Ambient
9399809,Prog Rock
9399809,Heavy Metal
9400074,Tech House
9402433,Indie Rock
9402433,Indie Pop
9405724,Punk
9405724,Hardcore
9405724,Crust
9406385,Rock & Roll
9406385,Blues Rock
9406385,Parody
9411751,Vocal
9413363,Big Band
9413363,Swing
9413735,Chanson
9417171,AOR
9417481,Romantic
9419440,Prog Rock
9419440,Classic Rock
9419909,Gospel
9428493,House
9428493,Electro House
9431897,Rock & Roll
9431897,Rockabilly
9434542,Synth-pop
9434542,Synthwave
9437368,Swing
9437368,Easy Listening
9437731,Pop Rock
9437731,Soft Rock
9437731,Europop
9437731,Euro House
9437731,Synth-pop
9439249,Thrash
9439249,Heavy Metal
9440109,Heavy Metal
9440109,Prog Rock
9440109,Progressive Metal
9444023,Thrash
9448213,Folk
9450994,Metalcore
9453346,Contemporary Jazz
9465181,Rhythm & Blues
9469150,Hardcore
9478701,Synth-pop
9481837,Vocal
9482291,Pop Rock
9482291,Punk
9485836,Soul-Jazz
9485836,Afro-Cuban
9485836,Jazz-Funk
9485836,Afrobeat
9485836,Latin Jazz
9487433,Power Pop
9487982,Bop
9487982,Swing
9487982,Vocal
9492282,Parody
9492282,Classic Rock
9493086,Classic Rock
9494170,Trance
9494170,Hard Trance
9498923,Prog Rock
9500560,Dark Ambient
9500560,Experimental
9500560,Abstract
9500560,Industrial
9501416,Pop Rock
9502410,Psychedelic Rock
9502410,Group Sounds
9502410,Garage Rock
9507188,Educational
9507188,Folk
9507188,Nursery Rhymes
9509725,Ragtime
9509725,Swing
9515054,Hard Rock
9538264,Heavy Metal
9542807,Hard Rock
9542807,Alternative Rock
9542807,Arena Rock
9543447,Electro House
9543911,Schlager
9549405,Techno
9554806,Smooth Jazz
9554806,Easy Listening
9558422,Acid House
9558888,Disco
9558914,Vocal
9558914,Indie Pop
9567241,Vocal
9567841,Synth-pop
9567841,NDW
9568911,Vocal
9568991,Boogie
9568991,City Pop
9569386,Punk
9569386,Emo
9569386,Hardcore
9570126,Breakbeat
9570126,Soundtrack
9570126,Modern Classical
9570126,Ambient
9570126,Video Game Music
9571538,Bop
9574419,Dixieland
9579956,Garage Rock
9579956,Post-Punk
9580114,Synth-pop
9580114,Experimental
9583707,Ballad
9583707,Vocal
9586578,Synth-pop
9586578,Schlager
9589386,Classic Rock
9594956,Big Band
9610111,Baroque
9620349,Abstract
9620349,Alternative Rock
9620349,Art Rock
9620349,Chillwave
9620349,Downtempo
9620349,Emo
9620349,Experimental
9620349,Indie Rock
9620349,Glitch
9620349,Math Rock
9620349,Stoner Rock
9620349,Vaporwave
9620349,Sound Collage
9620349,Shoegaze
9620349,Psychedelic Rock
9620349,Prog Rock
9620349,Post Rock
9620349,Lo-Fi
9623307,Pop Rock
9623307,Garage Rock
9625893,Schlager
9625893,Vocal
9626818,Religious
9630603,Electric Blues
9630603,Texas Blues
9632033,Hardstyle
9641861,Trance
9643064,Synth-pop
9649272,Jazz-Funk
9649272,Vocal
9652026,Boogie Woogie
9652771,Trance
9652771,House
9656809,Soft Rock
9657533,Glam
9658171,Blues Rock
9658171,Alternative Rock
9658171,Soft Rock
9658171,Pop Rock
9663149,Romantic
9663253,Pop Rock
9665087,Goth Rock
9671497,Vocal
9673710,Easy Listening
9677632,Metalcore
9679498,Vocal
9685012,Chanson
9685012,Psychedelic Rock
9686365,Classic Rock
9688883,Dubstep
9690839,Blues Rock
9690839,Hard Rock
9706345,Folk
9706345,Polka
9706345,Volksmusik
9710228,Country
9710228,Gospel
9714317,Polka
9716037,Pop Rock
9720378,Reggae-Pop
9721915,Baroque
9721924,Hard House
9729700,Acoustic
9729700,Classic Rock
9731551,Cajun
9732778,Country
9732778,Folk
9733045,Folk Rock
9733045,Acoustic
9733045,Lo-Fi
9737579,Thrash
9740768,Bollywood
9740768,Soundtrack
9743520,Hard Rock
9747151,Country
9748247,Thrash
9748247,Grindcore
9748247,Hardcore
9754945,Noise
9763058,Country
9763323,Noise
9771260,Ragtime
9773102,Freestyle
9776629,Soundtrack
9776629,Theme
9776629,Score
9789457,Country
9794283,Progressive House
9796651,Black Metal
9796651,Sludge Metal
9796651,Crust
9801559,Modern
9801559,Flamenco
9801559,Afrobeat
9801559,Contemporary Jazz
9801559,Easy Listening
9803872,Soul
9803872,Funk
9804199,Folk Rock
9804199,Alternative Rock
9804199,Goth Rock
9804562,Hardcore
9804562,Punk
9807623,Rock & Roll
9807623,Rhythm & Blues
9811676,Cha-Cha
9811676,Bossanova
9811676,Novelty
9811676,Rumba
9811676,Easy Listening
9815018,Noise
9817322,Dark Ambient
9817322,Noise
9817322,Experimental
9817508,Soul
9817508,Disco
9817856,Post Bop
9817866,Trance
9817866,Psy-Trance
9817866,Tech Trance
9818315,Education
9818315,Europop
9819920,Funk Metal
9820298,Synthwave
9820298,Soundtrack
9821741,Noise
9821741,Harsh Noise Wall
9823663,Hardcore Hip-Hop
9823663,Jazzy Hip-Hop
9823663,Thug Rap
9832420,Country Rock
9837486,Disco
9837833,Modern
9839362,Ballad
9839362,Europop
9839362,Vocal
9843453,Chanson
9843453,Psychedelic Rock
9843453,Ballad
9843453,Kayōkyoku
9848065,Synth-pop
9849339,Baroque
9851475,Punk
9851475,Oi
9854816,Drum n Bass
9854816,Experimental
9857505,Hardcore
9857505,Thrash
9858855,Ambient
9858855,Dark Ambient
9858855,Score
9861445,Hardcore Hip-Hop
9861445,Horrorcore
9862462,House
9863810,Country
9863810,Rockabilly
9863810,Rhythm & Blues
9863810,Soul
9863810,Gospel
9863810,Blues Rock
9866254,Post Bop
9866592,RnB/Swing
9866592,Soul
9868175,Schlager
9870070,Big Band
9870941,RnB/Swing
9870941,Soul
9872906,Hardcore
9872906,Metalcore
9874617,Vocal
9876033,Punk
9876033,Alternative Rock
9876033,Rock & Roll
9876033,Hardcore
9889040,Chanson
9895062,Vocal
9897952,Jibaro
9897952,Son
9902225,Big Band
9907495,Death Metal
9908777,Europop
9908777,Eurodance
9910996,Acoustic
9910996,Country Rock
9913762,Baroque
9914929,Psychedelic
9914929,Forró
9918984,Indie Rock
9918984,Emo
9920864,Thrash
9921363,Glam
9921363,Hard Rock
9921363,Blues Rock
9921363,Public Broadcast
9930611,Europop
9930962,Hillbilly
9930962,Noise
9933236,Modern
9933236,Romantic
9936693,Pop Rock
9936693,Synth-pop
9939826,Black Metal
9944128,African
9949906,Metalcore
9949906,Death Metal
9949906,Experimental
9949906,Progressive Metal
9958557,Vocal
9960054,Country
9960746,House
9960746,Hi NRG
9961666,Country
9962483,Funk
9962483,Disco
9964057,Hard Bop
9968359,Easy Listening
9975451,Boogie
9975451,Soul
9978742,Roots Reggae
9982692,Hard Rock
9983031,Modern
9994042,Vocal
9995121,Easy Listening
10001545,Polka
10001831,Indie Pop
10008320,Schlager
10013185,Fusion
10013185,Contemporary Jazz
10017490,Dark Ambient
10017490,Drone
10018569,Tech House
10023834,Hard House
10025637,Experimental
10030148,Country
10035977,Swing
10037880,Electro
10037880,Tech House
10038533,Thrash
10039107,Alternative Rock
10039466,Soul
10039466,New Jack Swing
10042226,Blues Rock
10042226,Hard Rock
10043452,Ballad
10046307,Pop Rock
10053492,Blues Rock
10053492,Rock & Roll
10057102,RnB/Swing
10058165,Lo-Fi
10060312,Alternative Rock
10067128,Cool Jazz
10067579,Neo-Romantic
10069987,Black Metal
10072141,Emo
10072141,Hardcore
10074898,Rock & Roll
10074898,Ballad
10078633,Melodic Hardcore
10079685,Electro House
10080597,Laïkó
10085350,Texas Blues
10085796,Alternative Rock
10085796,Grunge
10086869,Romantic
10089413,Smooth Jazz
10089413,Vocal
10089413,Contemporary Jazz
10089990,Rhythm & Blues
10090746,Classical
10090746,Opera
10094653,Neo-Classical
10096221,Chanson
10096221,Soul
10096221,Pop Rock
10100152,Progressive Trance
10104723,African
10104723,Rumba
10104723,Soukous
10109060,Krautrock
10109060,Psychedelic Rock
10109060,Prog Rock
10110162,Chanson
10110329,Techno
10115582,Hardcore
10116102,Experimental
10116102,Ambient
10116102,Abstract
10116102,Industrial
10121759,Pop Rock
10129474,Broken Beat
10132198,Classical
10133562,Ragga HipHop
10133562,Pop Rap
10134963,Drum n Bass
10134963,Jungle
10137450,Alternative Rock
10138827,Fusion
10140020,Soundtrack
10140020,Classical
10142028,Romantic
10144400,Neo-Romantic
10144400,Score
10144752,Big Band
10144752,Contemporary Jazz
10144752,Swing
10144752,Bop
10145389,Soft Rock
10145408,Pop Rock
10145408,Jazz-Rock
10145408,Soft Rock
10148118,Fusion
10148118,Big Band
10148118,Jazz-Funk
10148118,Latin Jazz
10148785,Indie Rock
10148785,Power Pop
10148785,Psychedelic Rock
10148785,Brit Pop
10148828,African
10149698,Breaks
10152240,Romantic
10154700,Drone
10154700,Dark Ambient
10154754,Rock & Roll
10154754,Doo Wop
10154754,Classic Rock
10155426,Blues Rock
10155426,Vocal
10155764,Chanson
10155764,Ballad
10155764,Folk
10158590,Bossa Nova
10166368,Ska
10166368,Punk
10166368,Oi
10168453,Minimal Techno
10168453,Tech House
10168453,Techno
10169262,Garage Rock
10169262,Grunge
10169885,Ambient
10169885,Downtempo
10169885,Experimental
10169885,Sound Collage
10169885,Abstract
10173920,Radioplay
10173920,Story
10178091,Rockabilly
10178091,Psychobilly
10178091,Rock & Roll
10183846,Pop Rock
10189858,Fusion
10189858,Jazz-Rock
10196908,Alternative Rock
10196908,Cloud Rap
10203781,Gospel
10206641,Symphonic Rock
10206724,Laïkó
10220580,Symphonic Rock
10220580,Hard Rock
10220580,Arena Rock
10222063,Ambient
10222063,Drone
10224649,Classic Rock
10224649,Prog Rock
10226112,Hard Rock
10232071,Classical
10232795,Chanson
10233676,Downtempo
10233676,Experimental
10235223,Ska
10238050,Chanson
10239077,Techno
10239742,Ballad
10240767,Soul
10241500,Hard Rock
10241500,Classic Rock
10241895,Country Rock
10241895,Classic Rock
10250030,Baroque
10255939,Techno
10274487,Soft Rock
10274487,Pop Rock
10278889,Hard Rock
10279939,Synth-pop
10279939,Electro
10279939,Post-Punk
10283100,Rock & Roll
10283100,Vocal
10288849,Country Rock
10288849,Folk Rock
10288849,Folk
10289025,Swing
10291336,Rock & Roll
10291336,Vocal
10291336,Ballad
10291336,Country
10295329,Abstract
10295329,Ambient
10295329,Experimental
10296521,Synth-pop
10300403,Folk
10300403,Classical
10301808,New Wave
10305197,Indie Rock
10311004,Choral
10311004,Religious
10311222,Rhythm & Blues
10311222,Soul
10327970,Modern
10331316,Folk Rock
10331316,Prog Rock
10331316,Classic Rock
10333161,House
10333161,Electro
10333161,Pop Rap
10334161,Dixieland
10342201,Death Metal
10342221,Deep House
10342221,Tech House
10342221,House
10342647,Cha-Cha
10342647,Séga
10345595,Pop Rock
10345595,Punk
10347821,Doo Wop
10347821,Rock & Roll
10348626,Country
10352586,Trip Hop
10352586,Downtempo
10352902,Música Criolla
10354384,Psychedelic Rock
10354384,Folk
10359360,Techno
10359360,Synth-pop
10359639,Classic Rock
10359639,Hard Rock
10362294,Country
10370803,Cubano
10371049,J-pop
10371770,Experimental
10371770,Industrial
10371770,Black Metal
10383747,Chanson
10387027,Smooth Jazz
10387064,Heavy Metal
10393308,Disco
10394941,Baroque
10403318,Swing
10403530,Religious
10403530,Gospel
10407364,Drum n Bass
10407364,IDM
10407364,Future Jazz
10409594,Classical
10413783,Easy Listening
10414135,Ballad
10414135,Folk
10414135,Nordic
10414638,Radioplay
10416973,Opera
10421521,Death Metal
10421521,Thrash
10421521,Doom Metal
10422043,Cha-Cha
10422043,Chanson
10423669,Prog Rock
10427516,Poetry
10443981,Trance
10443981,Tech Trance
10450546,Gospel
10456190,Garage Rock
10467308,Vocal
10468418,Blues Rock
10468418,Hard Rock
10472198,Trance
10472198,Progressive House
10472198,Progressive Trance
10472887,Big Band
10475736,House
10477542,Pop Rock
10481785,Punk
10487620,Dubstep
10487620,Drum n Bass
10489731,Fusion
10490043,Rock & Roll
10491851,Cool Jazz
10506581,African
10507264,Power Electronics
10507264,Noise
10507452,Blues Rock
10511385,Synth-pop
10511385,Arena Rock
10511385,Classic Rock
10520208,Classical
10520262,Volksmusik
10520615,Vocal
10524155,Classical
10531430,Alternative Rock
10531430,Hard Rock
10533065,Folk
10533065,Country
10535961,Folk
10535961,Alternative Rock
10535961,Vocal
10540070,Celtic
10540070,Folk
10540070,Comedy
10542037,Smooth Jazz
10542037,Bossanova
10542037,Latin
10545157,Neo-Romantic
10547260,Country
10554505,Soul
10557487,Dub
10557487,Dancehall
10562887,Alternative Rock
10562887,Funk Metal
10564071,House
10564071,Garage House
10564071,Deep House
10577510,Big Band
10579404,Hard Rock
10579404,Heavy Metal
10583704,Afrobeat
10583704,Jazz-Funk
10583704,Reggae
10583704,African
10584525,Hard Rock
10584525,Heavy Metal
10586722,Ambient
10586722,Drum n Bass
10588241,Afrobeat
10603209,Pop Rock
10603209,Indie Rock
10609388,Easy Listening
10609388,Chanson
10615650,Comedy
10616712,Funk
10616712,Disco
10619700,African
10623541,House
10623541,Euro House
10624089,Salsa
10628033,Hard Rock
10628033,Blues Rock
10632514,Pop Rock
10632593,Nursery Rhymes
10632593,Poetry
10632593,Folk
10632593,Spoken Word
10632644,Soundtrack
10632644,Mandopop
10634187,Punk
10634187,Indie Rock
10634429,Punk
10634429,Indie Rock
10639171,Techno
10642615,Soul-Jazz
10646337,Europop
10648664,Doo Wop
10648664,Vocal
10650945,Europop
10651615,Fusion
10651615,Prog Rock
10655232,New Wave
10655232,Post-Punk
10656212,Reggae
10656212,Roots Reggae
10656212,Dub
10660624,Pipe & Drum
10660624,Easy Listening
10660624,Religious
10668949,Heavy Metal
10668949,Folk Metal
10672231,Audiobook
10672231,Ballad
10672317,Tech House
10672317,Progressive House
10672722,Indie Rock
10673289,Dixieland
10674446,Folk
10674446,Nueva Cancion
10675358,Chanson
10675728,Chanson
10678409,Folk Rock
10679754,Pop Rock
10679754,Schlager
10680905,Min'yō
10684760,RnB/Swing
10684760,New Jack Swing
10686369,Gospel
10690463,Romantic
10690932,Celtic
10692185,Pop Rock
10694292,Soul
10694871,Blues Rock
10695271,Gospel
10706623,Tango
10722012,Score
10722012,Soundtrack
10722012,Sound Collage
10722012,Spoken Word
10725531,Opera
10725791,Radioplay
10727208,Modern Electric Blues
10728025,Country
10731304,Gypsy Jazz
10734185,DJ Battle Tool
10734243,Baroque
10734415,Free Improvisation
10736880,Min'yō
10739746,Score
10739746,Experimental
10739746,Ambient
10742325,Surf
10744502,Black Metal
10744502,Acoustic
10745444,Deep House
10745444,House
10745444,Disco
10746348,Soul
10749697,Educational
10749697,Rock & Roll
10750010,Psychedelic Rock
10750010,Space Rock
10750010,Prog Rock
10750010,Krautrock
10751042,Hardcore
10751042,Jungle
10751711,Noise
10752827,Story
10754032,Black Metal
10754099,Alternative Rock
10754099,Grunge
10756795,Ballad
10756795,Theme
10760575,House
10761162,Folk Rock
10761162,Psychedelic Rock
10765635,Pop Rock
10765986,Baroque
10766732,Vocal
10771563,Modern
10775670,Celtic
10775845,Blues Rock
10775845,Folk Rock
10776293,Blues Rock
10776293,Rock & Roll
10776293,Folk Rock
10776293,Psychedelic Rock
10776293,Classic Rock
10776348,Techno
10785295,Ballad
10785295,Chanson
10785295,Parody
10786723,Ethereal
10786723,Ambient
10786934,Heavy Metal
10787156,Easy Listening
10790216,Alternative Rock
10790216,Pachanga
10790216,Pop Rock
10790216,Punk
10793143,Cumbia
10805447,House
10805447,Euro House
10807441,Drum n Bass
10807441,Dubstep
10811867,Instrumental
10813154,Alternative Rock
10816115,Vocal
10816307,Doom Metal
10829393,Trance
10829393,Techno
10832365,Folk Rock
10832365,Soundtrack
10832365,Pop Rock
10834676,Latin Jazz
10835662,House
10839999,Power Pop
10842326,Europop
10846347,Theme
10846347,Vocal
10848631,J-pop
10856920,Experimental
10856920,Drone
10857078,Bolero
10862767,House
10862767,Bassline
10865675,Romantic
10871575,Classic Rock
10879442,Leftfield
10879442,Funk
10879442,Disco
10879593,Fusion
10879653,Axé
10879653,MPB
10879653,Samba
10885630,Mariachi
10885630,Ranchera
10885975,Religious
10887050,Latin Jazz
10887050,Afro-Cuban Jazz
10888520,Tango
10889378,Downtempo
10890551,Alternative Rock
10890551,Indie Pop
10894363,Folk
10895256,Ballad
10900672,Trip Hop
10900672,Breaks
10900672,Downtempo
10906186,Folk
10916308,Spoken Word
10916308,Poetry
10916308,Cool Jazz
10916308,Avant-garde Jazz
10916377,Samba
10919668,Minimal
10919668,Tech House
10924569,Contemporary Jazz
10929098,Ballad
10929098,Vocal
10930657,Salsa
10934254,Piano Blues
10951990,Europop
10954696,Ballad
10955533,Blues Rock
10955533,Rhythm & Blues
10955533,Beat
10957193,Juke
10957193,Ghetto
10957272,Pop Rock
10957272,Ballad
10958200,Gospel
10960456,Polka
10970974,Country
10970974,Bluegrass
10973256,Roots Reggae
10973256,Dancehall
10978097,Psychobilly
10978097,Rockabilly
10978613,Dance-pop
10994872,Tech House
10997587,Electro
10997587,Synth-pop
10997587,EBM
10997587,Industrial
10998150,Funk
10999094,Alternative Rock
11005410,House
11005410,Electro
11006841,Ballad
11006841,Vocal
11007291,Heavy Metal
11012510,Pornogrind
11012510,Goregrind
11012854,Contemporary Jazz
11012854,Latin Jazz
11014759,Psychedelic Rock
11014759,Blues Rock
11021944,Novelty
11028109,Opera
11032772,Eurodance
11032772,Euro House
11032772,House
11032772,Electro House
11032772,Progressive House
11032772,Trance
11033429,Education
11033563,Romantic
11042263,Musical
11042879,Folk
11042935,Drum n Bass
11045768,Soundtrack
11045768,Synth-pop
11045768,Pop Rock
11045768,Ambient
11045853,Speed Metal
11054383,Swing
11063144,Big Band
11068653,Synth-pop
11070764,Baroque
11073000,Big Band
11073000,Soundtrack
11074082,Heavy Metal
11074082,Thrash
11080491,Thug Rap
11080491,Gangsta
11081743,Experimental
11081743,Techno
11085905,Theme
11090312,Dancehall
11093191,Easy Listening
11095877,Abstract
11095877,IDM
11095877,Ambient
11102168,Rock & Roll
11111933,Lo-Fi
11111933,Indie Rock
11111933,Shoegaze
11112263,Folk
11118612,Prog Rock
11122782,Alternative Rock
11122782,J-pop
11122782,Pop Rock
11124024,Chanson
11124024,Pop Rock
11124478,Alternative Rock
11124478,Pop Rock
11129861,Folk Rock
11129861,Folk
11129861,Alternative Rock
11138826,Electric Blues
11148946,IDM
11151113,Mariachi
11151113,Ranchera
11153442,Religious
11153442,Classical
11155417,Classical
11155417,Modern
11156106,Alternative Rock
11156106,Indie Rock
11176022,Alternative Rock
11176022,Grunge
11176022,Heavy Metal
11176145,Psy-Trance
11180337,Fado
11187574,RnB/Swing
11189389,Vocal
11189389,Light Music
11193444,Thrash
11194020,Opera
11205289,Trance
11206387,Romantic
11209411,Psy-Trance
11213424,Country
11215842,Alternative Rock
11217894,Laïkó
11217894,Éntekhno
11223232,Death Metal
11224083,J-pop
11231618,Blues Rock
11232844,Soundtrack
11235540,Instrumental
11235540,Big Band
11235540,Vocal
11235540,Swing
11241586,Samba
11242446,Black Metal
11242446,Death Metal
11243090,Religious
11243090,Country Rock
11243490,RnB/Swing
11247366,Rock & Roll
11247366,Pop Punk
11247574,Renaissance
11247574,Baroque
11247574,Contemporary
11249356,Vocal
11249356,Easy Listening
11250439,Alternative Rock
11250439,Avantgarde
11250439,Noise
11250439,Post-Punk
11250439,Math Rock
11250439,Punk
11252569,Thrash
11252569,Hardcore
11259821,Radioplay
11259821,Spoken Word
11266816,Modal
11266816,Cool Jazz
11267700,Romantic
11268271,Blues Rock
11268271,Hard Rock
11269365,African
11270121,P.Funk
11281507,Baroque
11281751,Punk
11281751,Hardcore
11282113,Caipira
11282113,Sertanejo
11282280,House
11291392,Hard Rock
11291392,Pop Rock
11294890,Chanson
11301185,Punk
11309154,Soul
11309154,Disco
11313179,Rhythm & Blues
11313702,Dub
11313702,Electro
11315162,Country
11315162,Gospel
11315162,Bluegrass
11316277,Heavy Metal
11317827,Schlager
11318005,Alternative Rock
11318087,Alternative Rock
11318087,Indie Rock
11320898,Thrash
11323667,Nursery Rhymes
11324162,Education
11325548,Soundtrack
11325922,Folk Rock
11325922,Népzene
11325922,Rock Opera
11326568,Schlager
11330583,Soundtrack
11330583,Classical
11330583,Contemporary
11332469,Tango
11333547,Soul
11337314,Bluegrass
11337314,Country
11340138,Gospel
11341658,Chanson
11341658,Hard Rock
11348326,Garage Rock
11348326,Power Pop
11348326,Punk
11358270,Story
11358823,Contemporary Jazz
11362257,Synth-pop
11362257,Darkwave
11370612,Drum n Bass
11372681,Europop
11372681,Ballad
11373766,Garage Rock
11375231,Impressionist
11377110,Folk
11378934,Country
11390573,Soundtrack
11394223,Bluegrass
11401418,Smooth Jazz
11401418,Soul
11401418,New Jack Swing
11403308,Rock & Roll
11403308,Vocal
11404777,Pop Rock
11404777,Arena Rock
11404777,Classic Rock
11407809,Ambient
11413504,Pop Rock
11417085,Pop Rock
11418419,Rock & Roll
11418419,Abstract
11418934,Dixieland
11418934,Vocal
11431493,Military
11431889,Goth Rock
11433367,Rhythm & Blues
11433367,Doo Wop
11433837,Chiptune
11433837,Country
11439694,Soul
11439694,Funk
11440478,Soundtrack
11440478,Acid Rock
11440478,Musical
11440580,Easy Listening
11443157,Progressive House
11444729,Country
11446979,Happy Hardcore
11446979,Drum n Bass
11446979,J-pop
11447295,Tribal House
11447295,Tech House
11448212,Soft Rock
11448212,Ballad
11448658,Soft Rock
11451761,Hard Rock
11451761,Heavy Metal
11460124,Contemporary
11462420,Rock & Roll
11462420,Rhythm & Blues
11462420,Doo Wop
11463503,Rock & Roll
11463625,Heavy Metal
11474531,Ambient
11474531,Folk
11476110,Vallenato
11476230,Easy Listening
11476230,Vocal
11479786,Reggae
11479786,Roots Reggae
11484159,Synth-pop
11486345,Alternative Rock
11490093,Heavy Metal
11496138,Soul
11496905,Instrumental
11497320,Acoustic
11497320,Experimental
11497320,New Wave
11500586,Zouk
11506414,Classical
11510398,Contemporary Jazz
11518707,Trance
11520177,Copla
11525637,Hardcore
11525637,Punk
11529289,Soundtrack
11548943,Techno
11548943,Dubstep
11548943,Electro
11551567,Soul
11554496,Country
11563526,Opera
11569566,Soul
11570436,Post Bop
11570436,Contemporary Jazz
